book_rating,book_title,kindle_price
4.4 out of 5 stars,The Authenticity Project: A Novel,$11.99
4.6 out of 5 stars,Leviathan Rises: A Military Sci-Fi Series (Battleship: Leviathan Book 5),$0.00
4.7 out of 5 stars,The Dark Tower III: The Waste Lands,$10.99
4.6 out of 5 stars,Deadly Little Promises: A Dark Bully Romance (Kings of Bolten Book 3),$0.00
4.5 out of 5 stars,Imperial Smuggler: Decline and Fall of the Galactic Empire Book 2,$0.00
4.4 out of 5 stars,Sharp Objects: A Novel,$11.99
4.5 out of 5 stars,The Seven Sisters: Book One,$0.00
4.4 out of 5 stars,The Beach Club: A Novel,$9.99
4.5 out of 5 stars,Beautiful Day: A Novel,$7.99
4.3 out of 5 stars,Sorrow and Bliss: A Novel,$14.99
4.9 out of 5 stars,Get Good with Money: Ten Simple Steps to Becoming Financially Whole,$6.99
4.6 out of 5 stars,A Secret in the Keys (Coconut Key Book 1),$0.00
4.8 out of 5 stars,Don't Give the Enemy a Seat at Your Table: It's Time to Win the Battle of Your Mind...,$12.99
4.8 out of 5 stars,"Turn Coat (The Dresden Files, Book 11)",$9.99
4.1 out of 5 stars,"Small Town, Big Magic: A Witchy Rom-Com (Witchlore Book 1)",$11.99
4.4 out of 5 stars,Vicious (Sinners of Saint Book 1),$0.00
4.5 out of 5 stars,Summer of '69,$9.99
4.5 out of 5 stars,Reject Me: A Rejected Mate Vampire Shifter Romance (Immortal Vices and Virtues Book 1),$0.00
4.6 out of 5 stars,Wizard's First Rule,$7.99
4.6 out of 5 stars,Razzmatazz: A Novel,$14.99
4.3 out of 5 stars,Desperate Measures (Wicked Villains Book 1),$4.99
4.3 out of 5 stars,Desperate Measures (Wicked Villains Book 1),$4.99
4.2 out of 5 stars,The Woman on the Bench: a gripping psychological thriller with a killer twist,$0.00
4.5 out of 5 stars,The Storm Sister: Book Two (The Seven Sisters 2),$13.99
4.6 out of 5 stars,A Taste of Gold and Iron,$14.99
4.4 out of 5 stars,Catch-22: 50th Anniversary Edition,$12.99
4.7 out of 5 stars,Sky on Fire (Dragon Gate Book 5),$0.00
4.2 out of 5 stars,Reforged,$7.99
4.1 out of 5 stars,Water Under the Bridge (Perks & Benefits Book 1),$0.00
4.7 out of 5 stars,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",$13.99
4.5 out of 5 stars,Reign of Wrath (Dirty Broken Savages Book 3),$0.00
4.4 out of 5 stars,The Lost Secret of Ireland: Completely unforgettable and uplifting Irish fiction (Starlight Cottages Book 2),$0.00
4.2 out of 5 stars,House of Hunger,$14.99
4.3 out of 5 stars,Monsters in Love: Lost in the Dark: A Monster Paranormal Romance Anthology,$0.00
4.6 out of 5 stars,2nd Chance (Women's Murder Club),$7.99
4.5 out of 5 stars,Kings of Quarantine (Brutal Boys of Everlake Prep Book 1),$0.00
4.8 out of 5 stars,Nightfall (Keeper of the Lost Cities Book 6),$9.99
4.1 out of 5 stars,White Noise,$11.99
4.7 out of 5 stars,Clean Code: A Handbook of Agile Software Craftsmanship,$28.99
4.2 out of 5 stars,Can't Look Away: A Novel,$14.99
4.3 out of 5 stars,Claimed Mate: A Fantasy Orc Monster Romance,$0.00
4.6 out of 5 stars,The Premonition: A Pandemic Story,$9.15
4.3 out of 5 stars,Child of Light (Viridian Deep Book 1),$13.99
4.6 out of 5 stars,Attractive Forces: A YA/New Adult M/M standalone romance,$0.00
4.5 out of 5 stars,Caraval,$9.99
4.4 out of 5 stars,There There: A novel,$11.99
4.4 out of 5 stars,Elder Race,$3.99
4.6 out of 5 stars,Death Adder (Naga Brides Book 4),$0.00
4.5 out of 5 stars,Oh Crap! Potty Training: Everything Modern Parents Need to Know to Do It Once and Do It Right (Oh Crap Parenting Book 1),$13.99
4.9 out of 5 stars,Beyond Order: 12 More Rules for Life,$15.99
4.1 out of 5 stars,"Even if it Hurts: (Coastal Elite, #1)",$0.00
4.5 out of 5 stars,There With You (The Adair Family Series Book 2),$5.99
4.4 out of 5 stars,That Second Chance (Getting Lucky Book 1),$0.00
4.7 out of 5 stars,Saving Amanda (Brotherhood Protectors Yellowstone Book 3),$4.99
4.7 out of 5 stars,Beckett Pearce (Escape With A Billionaire Book 3),$0.00
4.5 out of 5 stars,A Family Affair,$0.00
4.5 out of 5 stars,The Cold Dish: A Longmire Mystery (Walt Longmire Mysteries Book 1),$2.99
4.4 out of 5 stars,Defy the System 2: A Cataclysm LitRPG,$0.00
4.5 out of 5 stars,Destitution: A Classic Western,$0.00
4.3 out of 5 stars,Revival: A Novel,$9.99
4.5 out of 5 stars,Exhalation: Stories,$11.99
4.8 out of 5 stars,Stray Cat Strut 2: A Cyberpunk LitRPG,$4.99
4.5 out of 5 stars,Finale (Academy of Stardom Book 4),$0.00
4.3 out of 5 stars,"The Ladies' Midnight Swimming Club: an uplifting, emotional story set in the sweeping Irish countryside perfect for fans of Sheila O'Flanagan",$0.00
4.6 out of 5 stars,Empire of Lust: An Enemies with Benefits Romance,$0.00
4.8 out of 5 stars,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",$0.00
4.4 out of 5 stars,Never Forget (A May Moore Suspense Thriller—Book 8),$5.99
4.6 out of 5 stars,Buttons and Pain,$0.00
4.5 out of 5 stars,Christmas in the Little Irish Village: A page-turning Christmas romance to fall in love with,$0.00
4.5 out of 5 stars,Christmas in the Little Irish Village: A page-turning Christmas romance to fall in love with,$0.00
4.1 out of 5 stars,Lucky,$11.99
3.9 out of 5 stars,The Idiot: A Novel,$11.99
4.4 out of 5 stars,A Word so Fitly Spoken: (The Severed Realms),$0.00
4.6 out of 5 stars,"The Coaching Habit: Say Less, Ask More & Change the Way You Lead Forever",$7.99
4.7 out of 5 stars,Nowhere to Run (A Joe Pickett Novel Book 10),$9.99
4.7 out of 5 stars,The Hunted Queen: A Dark Bratva Romance (Hunted Duet Book 2),$0.00
4.6 out of 5 stars,Storm's Rite (Amelia Storm FBI Mystery Series Book 6),$0.00
4.6 out of 5 stars,Mr. Grayson: Billionaires' Club Book 4 (Billionaires' Club Series),$0.00
4.6 out of 5 stars,Give Me Peace,$0.00
4.5 out of 5 stars,Broken Arrow (A Breed Thriller Book 5),$0.00
4.3 out of 5 stars,Scream For Us (Order of the Unseen),$0.00
4.7 out of 5 stars,Holy Chow: An Andy Carpenter Mystery (An Andy Carpenter Novel Book 25),$14.99
4.6 out of 5 stars,Broken Halo (The Montgomery Series Book 2),$0.00
4.4 out of 5 stars,The Left Hand of Darkness: 50th Anniversary Edition (Ace Science Fiction),$8.99
4.2 out of 5 stars,The Edge of Falling: A Brother's Best Friend Second Chance Romance (The True Love Club Book 1),$0.00
4.6 out of 5 stars,Lord of the Flies,$1.99
4.7 out of 5 stars,Betrayed Love (The Montgomery Series Book 3),$0.00
4.3 out of 5 stars,The Summons,$8.99
4.8 out of 5 stars,American Oligarch: Book Eight in The Mad Mick Series,$0.00
4.6 out of 5 stars,The Christmas Wedding Guest: A Novel,$8.99
4.5 out of 5 stars,Cowboys of Stone Ridge: Books 1-3,$9.99
4.4 out of 5 stars,Never with Me,$0.00
4.4 out of 5 stars,Empire of Sin: An Enemies to Lovers Romance,$0.00
4.5 out of 5 stars,The Survivor (Mitch Rapp Book 14),$13.99
4.6 out of 5 stars,AGATHA CHRISTIE Premium Collection,$1.99
4.6 out of 5 stars,"Dark Witch (The Cousins O'Dwyer Trilogy, Book 1)",$8.99
4.6 out of 5 stars,Storm's Nightmare (Amelia Storm FBI Mystery Series Book 8),$0.00
4.6 out of 5 stars,Witch With A Dragon (Witch Warrior Book 5),$0.00
4.6 out of 5 stars,Forsaken Country,$14.99
4.7 out of 5 stars,My Quiet Blacksmith Life in Another World: Volume 3,$7.99
4.7 out of 5 stars,Horus Rising (The Horus Heresy Book 1),$11.99
4.4 out of 5 stars,"Wild: The Life of Peter Beard: Photographer, Adventurer, Lover",$16.99
4.2 out of 5 stars,Velvet Cruelty,$4.99
4.3 out of 5 stars,Bullied Mate (The Alpha Shifter Collection Book 17),$3.99
4.5 out of 5 stars,Firefly Nights (The Vineyard Sunset Series Book 2),$3.99
4.5 out of 5 stars,Crossing the Line (A Sinner and Saint Novel Book 1),$0.00
4.8 out of 5 stars,The Choice: Embrace the Possible,$13.99
4.8 out of 5 stars,A Seaside Wonder (Muir Harbor Book 2),$0.00
4.3 out of 5 stars,Courting Trouble (Rosato & Associates Book 7),$1.99
3.6 out of 5 stars,THE ROOMMATE an absolutely gripping psychological thriller with a huge twist,$0.00
4.6 out of 5 stars,Bound by the Monster: A Monster Erotica Anthology,$7.99
4.4 out of 5 stars,The Nineties: A Book,$13.99
4.2 out of 5 stars,The Couple at Number 9: A Novel,$11.99
4.7 out of 5 stars,Shadow Kiss: A Vampire Academy Novel,$9.99
4.5 out of 5 stars,The Girl in Apartment 9 (Emma Griffin® FBI Mystery Book 20),$0.00
4.7 out of 5 stars,"The Clan of the Cave Bear (with Bonus Content): Earth's Children, Book One",$8.99
4.8 out of 5 stars,Shadows in Death: An Eve Dallas Novel,$8.99
4.2 out of 5 stars,We Lie Here: A Thriller,$0.00
4.6 out of 5 stars,Patriot Games (A Jack Ryan Novel Book 2),$9.99
4.5 out of 5 stars,The Inadequate Heir (The Bridge Kingdom Book 3),$0.00
4.5 out of 5 stars,DECKER: Changing the Play (The Boston Tomcats Book 1),$0.00
4.5 out of 5 stars,Frayed: A Small Town Sports Romance (Willow Springs Series Book 1),$0.00
4.6 out of 5 stars,The Hit (Will Robie Book 2),$11.99
4.4 out of 5 stars,Make Me Yours: A Small Town Single Dad Romance (Bellamy Creek Series Book 2),$0.00
4.5 out of 5 stars,Come Back for Me: A Small Town Second Chance Romance (The Arrowood Brothers Book 1),$0.00
4.5 out of 5 stars,Bring Me Back: A Next Door Neighbor Cop Romance,$0.00
4.7 out of 5 stars,The Tunnel of Doom (The Mac 'n' Ivy Mysteries Book 5),$4.99
4.6 out of 5 stars,Return to Virgin River: A Novel,$8.99
4.8 out of 5 stars,How the Word Is Passed: A Reckoning with the History of Slavery Across America,$14.99
4.5 out of 5 stars,Mad Love: An Enemies-to-Lovers College Romance (Mad World Book 3),$0.00
4.8 out of 5 stars,Wrath of the Wendigo,$8.99
4.6 out of 5 stars,Ambush (Michael Bennett Book 11),$9.99
4.9 out of 5 stars,"Jesus Listens: Daily Devotional Prayers of Peace, Joy, and Hope (the NEW 365-day Prayer Book)",$9.99
4.8 out of 5 stars,To Catch a Raven (Women Who Dare),$5.99
4.5 out of 5 stars,Bad City: Peril and Power in the City of Angels,$14.99
4.6 out of 5 stars,The Thread Collectors: A Novel,$11.99
4.6 out of 5 stars,Carnal: A Dark Mafia Romance (Mafia Wars New York Book 4),$0.00
3.9 out of 5 stars,Don't Know Jack: Hunting Lee Child's Jack Reacher (The Hunt for Jack Reacher Series Book 1),$7.99
4.6 out of 5 stars,The Dragon's Second Chance: A Dragon Shifter Romance (Bluewater Coast Dragons Book 3),$0.00
4.8 out of 5 stars,Season of Storms (The Witcher Book 8),$9.99
4.7 out of 5 stars,Hatchet: 30th Anniversary Edition (Brian's Saga Book 1),$9.99
4.6 out of 5 stars,They Both Die at the End,$11.99
4.2 out of 5 stars,Honey and Spice: A Novel,$14.99
4.4 out of 5 stars,Mysterious Island : Book 1 - Lemuria,$0.00
4.0 out of 5 stars,The Accident: A psychological thriller with a killer twist,$0.00
4.5 out of 5 stars,Love to Hate You (The Beckett Billionaires Book 1),$0.00
4.5 out of 5 stars,Winter's Return: Winter Black Season Two (Winter Black FBI Mystery Series Book 19),$0.00
4.3 out of 5 stars,Blossom in Winter,$9.99
4.7 out of 5 stars,Dr. Brooks: Billionaires' Club Book 3 (Billionaires' Club Series),$0.00
4.8 out of 5 stars,John Adams,$14.99
4.7 out of 5 stars,Lover Unveiled (The Black Dagger Brotherhood series Book 19),$9.99
4.5 out of 5 stars,"Red Seas Under Red Skies (Gentleman Bastards, Book 2)",$6.99
4.6 out of 5 stars,Pints & Potions (The Unlucky Charms Book 1),$0.00
4.4 out of 5 stars,Wild at Heart: A Novel (The Simple Wild Book 2),$5.99
4.6 out of 5 stars,That Bird Has My Wings: The Autobiography of an Innocent Man on Death Row,$12.99
4.6 out of 5 stars,No Country for Old Men (Vintage International),$12.99
4.7 out of 5 stars,The Story of Love (The Amish Bookstore Novels Book 2),$8.99
4.7 out of 5 stars,Unbound - A Dragon Rider Fantasy (Songs of Chaos Book 2),$0.00
4.7 out of 5 stars,Carried Forward By Hope (# 6 in the Bregdan Chronicles Historical Fiction Romance Series),$0.00
4.6 out of 5 stars,End Game (Will Robie Book 5),$9.99
4.8 out of 5 stars,The Gulag Archipelago [Volume 1]: An Experiment in Literary Investigation,$11.99
4.5 out of 5 stars,Kiss and Don't Tell,$0.00
4.2 out of 5 stars,The Children on the Hill,$11.99
4.4 out of 5 stars,Deal Breaker: The First Myron Bolitar Novel,$7.99
4.5 out of 5 stars,A Ticking Time Boss (New York Billionaires Book 4),$0.00
4.6 out of 5 stars,A Whirlwind of Color (The Hunted Series Book 7),$0.00
4.7 out of 5 stars,LUX-2: The Pod,$3.99
4.6 out of 5 stars,The Leadership Challenge: How to Make Extraordinary Things Happen in Organizations (J-B Leadership Challenge: Kouzes/Posner),$21.00
4.4 out of 5 stars,Vow to the King: A Dark Mafia Romance,$0.00
4.5 out of 5 stars,"Suppression and Suspicion (The Chronicles of Hugh de Singleton, Surgeon Book 15)",$9.59
4.6 out of 5 stars,Carnival Hill (The Harlequin Crew Book 3),$0.00
4.9 out of 5 stars,A Promised Land,$17.99
4.0 out of 5 stars,Purity: A Friends-to-Lovers College Romance,$0.00
4.7 out of 5 stars,Eight Dates: Essential Conversations for a Lifetime of Love,$13.99
4.6 out of 5 stars,Kings of Lockdown (Brutal Boys of Everlake Prep Book 2),$0.00
4.4 out of 5 stars,Brother,$1.99
4.6 out of 5 stars,Reaper: The Dark in You 8,$4.99
3.8 out of 5 stars,Uncharted Waters (Getaway collection),$0.00
4.1 out of 5 stars,214 Palmer Street: A completely gripping psychological thriller packed with suspense,$0.00
4.8 out of 5 stars,Eldest: Book II (The Inheritance Cycle 2),$9.99
4.6 out of 5 stars,The Bachelor and the Bride (Proper Romance),$11.99
4.5 out of 5 stars,I Married A Dragon (Prime Mating Agency),$0.00
4.4 out of 5 stars,Close to Home: A Bear and Mandy Logan Mystery (Bear & Mandy Logan Book 1),$0.00
4.5 out of 5 stars,"Chatter: The Voice in Our Head, Why It Matters, and How to Harness It",$12.99
4.3 out of 5 stars,The Return of Faraz Ali: A Novel,$14.99
4.5 out of 5 stars,Desert Island: Hidden Oasis,$0.00
4.7 out of 5 stars,Pleasing Platinum (The Draak Legacy Book 3),$0.00
4.4 out of 5 stars,Prepper Jack: Hunting Lee Child's Jack Reacher (The Hunt for Jack Reacher Series Book 12),$7.99
4.3 out of 5 stars,Happily Ever Maybe? (Calico Cove),$0.00
4.7 out of 5 stars,Song of the Fae (The Wildsong Series Book 1),$0.00
4.6 out of 5 stars,Blindside (Michael Bennett Book 12),$9.99
4.5 out of 5 stars,Nantucket Neighbors (Nantucket Beach Plum Cove Book 2),$4.99
4.4 out of 5 stars,The Art of Inheriting Secrets: A Novel,$0.00
4.8 out of 5 stars,Requiem For Heroes (Chooser of the Slain Book 3),$0.00
4.7 out of 5 stars,The Body: A Guide for Occupants,$12.99
4.4 out of 5 stars,The Sentence Is Death: A Novel (A Hawthorne and Horowitz Mystery Book 2),$11.99
4.6 out of 5 stars,The Moth Catcher: A Vera Stanhope Mystery,$11.99
4.7 out of 5 stars,Song of the Fae (The Wildsong Series Book 1),$0.00
4.6 out of 5 stars,Blindside (Michael Bennett Book 12),$9.99
4.5 out of 5 stars,Nantucket Neighbors (Nantucket Beach Plum Cove Book 2),$4.99
4.4 out of 5 stars,The Art of Inheriting Secrets: A Novel,$0.00
4.8 out of 5 stars,Requiem For Heroes (Chooser of the Slain Book 3),$0.00
4.7 out of 5 stars,The Body: A Guide for Occupants,$12.99
4.4 out of 5 stars,The Sentence Is Death: A Novel (A Hawthorne and Horowitz Mystery Book 2),$11.99
4.6 out of 5 stars,The Moth Catcher: A Vera Stanhope Mystery,$11.99
4.2 out of 5 stars,The Tobacco Wives: A Novel,$14.99
4.6 out of 5 stars,Consumed By You: An Enemies to Lovers Billionaire Romance (The Kingcaid Billionaires Book 2),$0.00
4.4 out of 5 stars,Charming Your Dad,$0.00
4.5 out of 5 stars,Orders of Battle (Frontlines Book 7),$0.00
4.2 out of 5 stars,The Troop: A Novel,$13.99
4.4 out of 5 stars,Best I Ever Had,$0.00
4.8 out of 5 stars,Rise of the Weakest Summoner: Volume V,$0.00
4.9 out of 5 stars,Junk Magic (Lia de Croissets Book 1),$7.99
4.8 out of 5 stars,J.D. Robb IN DEATH COLLECTION books 21-25,$39.99
4.5 out of 5 stars,The Girl That Vanished (Emma Griffin® FBI Mystery Book 2),$0.00
4.5 out of 5 stars,The Reckless Union (Wedded Bliss Book 3),$0.00
4.2 out of 5 stars,After the Wedding: A totally unputdownable psychological thriller full of suspense,$0.00
4.7 out of 5 stars,The Promise: Compass Key Book 4,$0.00
4.5 out of 5 stars,The Hitchhiker's Guide to the Galaxy: The Illustrated Edition,$7.99
4.6 out of 5 stars,Storm's Ruin (Amelia Storm FBI Mystery Series Book 4),$0.00
4.4 out of 5 stars,Murder on the Astoria (Olivia Knight FBI Mystery Thriller Book 5),$0.00
4.6 out of 5 stars,Guild Boss (A Harmony Novel Book 15),$8.99
4.5 out of 5 stars,Later,$9.99
4.4 out of 5 stars,Cost Of Hate (Too Old To Die Book 6),$0.00
4.8 out of 5 stars,Mercenary of Empyrea : An Isekai Barbarian Fantasy Adventure (Empyrean Chronicles Book 1),$0.00
4.7 out of 5 stars,"Raising Good Humans: A Mindful Guide to Breaking the Cycle of Reactive Parenting and Raising Kind, Confident Kids",$9.99
4.5 out of 5 stars,Obsession: A Rejected Mate Shifter Romance (The Mate Games Book 1),$0.00
4.7 out of 5 stars,Chrysalis 2: Upping the Ante: A LitRPG Adventure,$0.00
4.4 out of 5 stars,The President Is Missing: A Novel,$9.99
4.3 out of 5 stars,Revelation Space (The Inhibitor Trilogy Book 1),$9.99
4.6 out of 5 stars,What I've Done (Morgan Dane Book 4),$0.00
4.5 out of 5 stars,About Last Night,$0.00
4.7 out of 5 stars,The Dream: Compass Key Book 3,$0.00
4.6 out of 5 stars,A Sense of Danger: A Section 47 book,$7.99
4.6 out of 5 stars,Wild Honor (Dragon Royals Book 4),$0.00
4.3 out of 5 stars,All The Pretty People,$6.99
4.4 out of 5 stars,The Wedding Veil,$12.99
4.4 out of 5 stars,Always You (The Adair Family Series Book 3),$5.99
4.6 out of 5 stars,Ruthless Empire: A Dark Enemies to Lovers Romance (Royal Elite Book 6),$0.00
4.5 out of 5 stars,Broken Miles: A Second Chance Romance (The Miles Family Book 1),$0.00
4.7 out of 5 stars,In the Middle of Hickory Lane,$13.99
4.7 out of 5 stars,Taste: My Life Through Food,$15.99
4.4 out of 5 stars,The Nantucket Inn (Nantucket Beach Plum Cove Book 1),$0.00
4.8 out of 5 stars,Heart of the Wolf (The Wild Hunt Legacy Book 6),$5.99
4.7 out of 5 stars,Gates of Hell (The Last Marines Book 3),$0.00
4.5 out of 5 stars,Her Last Whisper: An absolutely unputdownable crime thriller (Detective Katie Scott Book 2),$0.00
5.0 out of 5 stars,The Backside of Hades (Deadwood Undertaker Series Book 4),$6.99
4.0 out of 5 stars,The Last White Man: A Novel,$13.99
4.3 out of 5 stars,The Night Shift: A Novel,$14.99
4.6 out of 5 stars,The Seagull: A Vera Stanhope Mystery,$17.99
4.3 out of 5 stars,"An Island Summer: An absolutely gripping, emotional and heartwarming summer romance",$0.00
4.4 out of 5 stars,Witch With A Badge (Witch Warrior Book 1),$0.00
4.8 out of 5 stars,Anxiety Rx: A New Prescription for Anxiety Relief from the Doctor Who Created It,$9.99
4.3 out of 5 stars,DON'T LIE TO ME (Eva Rae Thomas Mystery Book 1),$0.00
4.8 out of 5 stars,Elemental Magic: The Complete Series (The Coven),$0.00
4.1 out of 5 stars,Best of Friends: A Novel,$14.99
4.4 out of 5 stars,When We Let Go,$0.00
4.4 out of 5 stars,The Lost Promise of Ireland: A heart-warming and unforgettable second chance romance set in Ireland (Starlight Cottages Book 3),$0.00
4.4 out of 5 stars,USS Adams: No Escape (USS Hamilton Book 6),$0.00
4.7 out of 5 stars,"Taming Raptor: RBMC: Dallas, TX",$4.99
4.3 out of 5 stars,Auctioned To The Grizzly Shifter (Highest Bidder),$0.00
4.7 out of 5 stars,Black House: A Novel (Talisman Book 2),$9.99
4.6 out of 5 stars,Unwinding Anxiety: New Science Shows How to Break the Cycles of Worry and Fear to Heal Your Mind,$13.99
4.4 out of 5 stars,A Letter from Nana Rose: An absolutely gorgeous and emotional page-turner (Dune Island),$0.00
4.5 out of 5 stars,Grim,$0.00
4.6 out of 5 stars,Just a Bit Heartless (Straight Guys Book 13),$0.00
4.7 out of 5 stars,Alpha Wolf (Darkmore Penitentiary Book 2),$0.00
4.4 out of 5 stars,Wonderland,$7.99
4.4 out of 5 stars,Staff Engineer: Leadership beyond the management track,$21.99
4.7 out of 5 stars,Coal Miner's Daughter,$9.99
4.5 out of 5 stars,The Bone Witch (The Osseous Chronicles Book 1),$0.00
4.1 out of 5 stars,The Last Piece,$0.00
4.7 out of 5 stars,Precious Little Sleep - Second Edition: The Complete Baby Sleep Guide for Modern Parents,$9.99
4.7 out of 5 stars,"The Explosive Child [Sixth Edition]: A New Approach for Understanding and Parenting Easily Frustrated, Chronically Inflexible Children",$14.99
4.1 out of 5 stars,Property Of The Mountain Man (Montana Mountain Men Book 1),$0.00
4.1 out of 5 stars,The Old Place,$14.99
4.3 out of 5 stars,Rhapsodic (The Bargainer Book 1),$5.24
4.7 out of 5 stars,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",$8.99
4.6 out of 5 stars,Riley Thorn and the Blast from the Past,$0.00
4.4 out of 5 stars,Stealing the Bride,$0.00
4.6 out of 5 stars,Seabreeze Sunset (Summer Beach Book 3),$4.99
4.5 out of 5 stars,Dubious about the Duke (Second Sons of London Book 5),$0.00
4.8 out of 5 stars,We Never Die: Secrets of the Afterlife,$14.99
4.5 out of 5 stars,Her Orc King: A Monster Fantasy Romance (Black Bear Clan Book 1),$0.00
4.4 out of 5 stars,Giuliani: The Rise and Tragic Fall of America's Mayor,$14.99
4.5 out of 5 stars,Night Market (Crossroads Chronicles Book 2),$0.00
4.5 out of 5 stars,The Elf Tangent,$0.00
4.4 out of 5 stars,Curvy Girls Can't Date Quarterbacks (The Curvy Girl Club® Book 1),$0.00
4.5 out of 5 stars,Star Wars: Shadow of the Sith,$14.99
4.7 out of 5 stars,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,$0.00
4.7 out of 5 stars,LIAR (Madison Kate Book 2),$0.00
4.6 out of 5 stars,Murder in All Fury: A Doyle & Acton Mystery,$4.99
4.8 out of 5 stars,J.D. Robb The IN DEATH COLLECTION Books 16-20,$39.99
4.4 out of 5 stars,Under the Dome: A Novel,$11.99
4.8 out of 5 stars,Remedial Magic: Step by Aching Step,$3.99
4.4 out of 5 stars,Turn a Blind Eye: A Detective William Warwick Novel (William Warwick Novels Book 3),$9.99
4.1 out of 5 stars,Heartburn (Vintage Contemporaries),$12.99
4.8 out of 5 stars,Five Days Lost: A Mylas Grey Mystery (Mylas Grey Mysteries Book 5),$0.00
4.3 out of 5 stars,"Reluctantly Yours: A steamy, enemies to lovers, fake dating romantic comedy",$0.00
4.5 out of 5 stars,The Devil You Know,$0.00
4.7 out of 5 stars,A Promise in the Keys (Coconut Key Book 7),$0.00
4.6 out of 5 stars,Mayhem At Prescott High (The Havoc Boys Book 3),$0.00
4.1 out of 5 stars,Gray Mountain: A Novel,$8.99
4.6 out of 5 stars,Final Justice (Silent Justice Book 3),$0.00
4.2 out of 5 stars,Dead Silence,$13.99
4.3 out of 5 stars,"The Nanny: An absolutely unputdownable, edge-of-your-seat psychological thriller",$0.00
4.6 out of 5 stars,Old Man's War,$0.00
4.7 out of 5 stars,Act of Treason (Mitch Rapp Book 9),$13.99
4.7 out of 5 stars,Copper River: A Cork O'Connor Mystery (Cork O'Connor Mystery Series Book 6),$12.99
4.7 out of 5 stars,City of Fallen Angels (The Mortal Instruments Book 4),$10.99
4.6 out of 5 stars,"The Clause in Christmas : A Hopeful, Holiday Romance ( Book #1) (A Poppy Creek Novel)",$0.00
4.6 out of 5 stars,Chaos & Carnage (Black Creek Book 4),$0.00
4.2 out of 5 stars,Tracy Flick Can't Win: A Novel,$12.99
3.9 out of 5 stars,City of Likes,$10.49
4.4 out of 5 stars,Partners in Crime: A Novel,$10.99
4.5 out of 5 stars,The Pleasure Series: Complete Box Set (The Pleasures Series),$0.00
4.7 out of 5 stars,Round Up the Usual Peacocks: A Meg Langslow Mystery (Meg Langslow Mysteries Book 31),$13.99
4.5 out of 5 stars,Out of the Corner: A Memoir,$14.99
4.7 out of 5 stars,Junkyard Ghost Ship (Junkyard Pirate Book 6),$0.00
4.7 out of 5 stars,Relentless: From Good to Great to Unstoppable (Tim Grover Winning Series),$13.99
4.4 out of 5 stars,A Surfeit of Miracles: An Ela of Salisbury Medieval Mystery (Ela of Salisbury Medieval Mysteries Book 8),$5.99
4.4 out of 5 stars,THE GIRL IN THE WOODS an unputdownable psychological thriller with a breathtaking twist (Totally Gripping Psychological Thrillers),$0.00
4.6 out of 5 stars,Theirs to Wed (Titans Captivated Book 3),$4.99
4.5 out of 5 stars,Paint the Hills Red,$0.00
3.7 out of 5 stars,Just Like Home,$13.99
4.4 out of 5 stars,The Season of Dreams (Escape to France),$0.00
4.6 out of 5 stars,Black Hamptons,$9.04
4.4 out of 5 stars,Arbor Falls: The Complete Series,$0.00
4.6 out of 5 stars,Tempt Me at Twilight (Hathaways Book 3),$9.99
4.5 out of 5 stars,Hate Notes,$0.00
4.5 out of 5 stars,The Humans: A Novel,$11.99
4.7 out of 5 stars,Bad Blood: Secrets and Lies in a Silicon Valley Startup,$13.99
4.4 out of 5 stars,The Child I Never Had: A completely unforgettable and heartbreaking page-turner about the power of a mother’s love (Powerful emotional novels about impossible choices by Kate Hewitt),$3.99
4.7 out of 5 stars,Pursuit of Honor: A Novel (Mitch Rapp Book 12),$13.99
4.8 out of 5 stars,Brisingr: Book III (The Inheritance Cycle 3),$9.99
4.8 out of 5 stars,"Winning the War in Your Mind: Change Your Thinking, Change Your Life",$14.99
4.6 out of 5 stars,Texting My Dad's Best Man: A Steamy Standalone Instalove Romance,$0.00
4.7 out of 5 stars,Why Has Nobody Told Me This Before?,$14.99
4.5 out of 5 stars,The Bell Jar: A Novel (Modern Classics),$14.99
4.8 out of 5 stars,Smoke Bitten (A Mercy Thompson Novel Book 12),$8.99
4.5 out of 5 stars,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,$12.99
4.6 out of 5 stars,Marrying Mr. Wrong: A Hot Romantic Comedy (Dirty Martini Running Club Book 3),$0.00
4.7 out of 5 stars,Unexpected Love,$0.00
4.3 out of 5 stars,The Castaways: A Novel,$9.99
4.2 out of 5 stars,Jane Bennet Takes Charge: A Pride & Prejudice Variation (Take Charge Series),$0.00
4.7 out of 5 stars,Storm's Revenge (Amelia Storm FBI Mystery Series Book 9),$0.00
4.5 out of 5 stars,A Night Like This,$7.99
4.7 out of 5 stars,Protect and Defend: A Thriller (Mitch Rapp Book 10),$13.99
4.8 out of 5 stars,City of Heavenly Fire (The Mortal Instruments Book 6),$10.99
4.8 out of 5 stars,Your Next Five Moves: Master the Art of Business Strategy,$13.99
4.4 out of 5 stars,The Death of Mrs. Westaway,$9.99
